C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,Label,gbdt_leaf_0,gbdt_leaf_1,gbdt_leaf_2,gbdt_leaf_3,gbdt_leaf_4,gbdt_leaf_5,gbdt_leaf_6,gbdt_leaf_7,gbdt_leaf_8,gbdt_leaf_9
439a44a4,09e68b86,4bd49689,f55645df,25c83c98,fe6b92e5,43cd73ec,5b392875,7cc72ec2,e77da105,8f68a279,480bde65,7eb73375,07d13a8f,907a361f,731fb6c9,3486227d,901e19dc,0ec8d23c,a458ea53,90756215,-1,32c7478e,237343db,e8b83407,a034ca84,0.0,0.0003813882532418001,0.00035469378103570584,0.0,0.03845093063939102,0.05475317956456133,0.0006027727546714888,0.0018248175182481751,0.013479957431713372,0.0,0.02631578947368421,0.010101010101010102,0.0,0,40,43,36,44,35,0,33,20,47,22
68fd1e64,08d6d899,c9ceed41,cd08b588,25c83c98,7e0ccccf,d2dbdfe6,37e4aa92,a73ee510,9598fde8,2b9c7071,6c7591c2,1aa94af3,07d13a8f,41f10449,6d922e3b,3486227d,698d1c68,-1,-1,15fce809,-1,dbb486d7,f96a556f,-1,-1,0.010416666666666666,0.0001271294177472667,0.0,0.0,0.0014391026146160029,0.016167277430480707,0.020494273658830622,0.08211678832116788,0.06828662646328484,0.2,0.21052631578947367,0.0,0.0,0,3,3,40,24,3,3,4,4,9,16
5a9ed9b0,b56822db,7da86e4b,b733e495,25c83c98,7e0ccccf,e14874c9,0b153874,7cc72ec2,b64775cc,636405ac,ed397d6b,31b42deb,b28479f6,a9d1ba1a,056d8866,07c540c4,38dce391,21ddcdc9,b1252a9d,deaf6b52,-1,3a171ecb,d9556584,001f3601,6c27a535,0.0,0.004322400203407068,0.0020099314258689997,0.07954545454545454,0.12540878000346725,0.0,0.0006027727546714888,0.012773722627737226,0.001241575026605179,0.0,0.02631578947368421,0.0,0.009079118028534372,0,33,33,41,45,46,49,49,39,46,40
be589b51,d833535f,77f2f2e5,d16679b9,43b19349,fe6b92e5,6978304f,0b153874,a73ee510,fbbf2c95,78f92234,9f32b866,9be66b48,b28479f6,a66dcf27,31ca40b6,e5ba7672,7b49e3d2,-1,-1,dfcfc3fa,-1,3a171ecb,aee52b6f,-1,-1,0.010416666666666666,0.0003813882532418001,0.0009458500827618822,0.1477272727272727,0.002966856314321287,0.027376589782280664,0.0036166365280289334,0.07664233576642335,0.021638879035118835,0.2,0.07894736842105263,0.0,0.016861219195849545,0,41,11,32,18,39,31,12,36,33,25
17f69355,207b2d81,36f3d130,a0640cda,4cf72387,fbad5c96,0cc37e77,5b392875,a73ee510,1f765f17,f0d7528c,a3758fd7,4ac844f1,07d13a8f,90ff0d8d,fd37f1d8,e5ba7672,25c88e42,21ddcdc9,a458ea53,2b55d856,-1,32c7478e,51e4f023,001f3601,322cbe58,0.020833333333333332,0.0003813882532418001,0.00023646252069047056,0.03409090909090909,0.0013435564451308884,0.0019400732916576848,0.004822182037371911,0.025547445255474453,0.011174175239446612,0.2,0.10526315789473684,0.0,0.005188067444876783,0,23,15,37,40,17,11,17,24,22,15
05db9164,0d6ad090,63e319fd,16c6592a,25c83c98,7e0ccccf,ce396c2c,1f89b562,a73ee510,3b08e48b,defc0075,ae5af00f,1e152deb,07d13a8f,12642bae,37dc2280,e5ba7672,cb95e657,-1,-1,c053bbab,-1,dbb486d7,531ba5cb,-1,-1,0.05208333333333333,0.004322400203407068,0.0004729250413809411,0.06818181818181819,0.001406597216749933,0.009484802759215347,0.004219409282700422,0.014598540145985401,0.0030152536360411493,0.2,0.05263157894736842,0.0,0.007782101167315174,0,12,21,21,14,33,10,26,28,7,10
05db9164,38a947a1,cbdde235,62bf559a,25c83c98,6f6d9be8,d0bdaa98,0b153874,7cc72ec2,3b08e48b,dd6fc8cb,96c93c99,ebd756bd,64c94865,2ef3f644,e8e39ab0,2005abd1,a08a8778,-1,-1,c5db982a,-1,32c7478e,3def96ee,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0,18,0,15,33,0,34,29,6,0,34
5a9ed9b0,09e68b86,59bf4643,aeadef67,25c83c98,7e0ccccf,cc5ed2f1,37e4aa92,a73ee510,3b08e48b,081c279a,d4f825f0,9f16a973,07d13a8f,36721ddc,2f149d72,3486227d,5aed7436,83552c76,a458ea53,d49e4f9a,-1,32c7478e,3fdb382b,e8b83407,49d68486,0.0,0.0005085176709890668,0.00035469378103570584,0.0,0.03752206427006666,0.020047424013796077,0.0006027727546714888,0.0018248175182481751,0.009932600212841433,0.0,0.02631578947368421,0.0,0.0,0,40,43,36,44,35,0,33,8,50,22
05db9164,73a46ff0,844ce0a4,9bb11257,4cf72387,7e0ccccf,ff3f3dda,0fb392dd,a73ee510,3b08e48b,e2217f93,1d0b8187,da9ee8bd,1adce6ef,d57668e2,4372eb4b,e5ba7672,da507f45,21ddcdc9,5840adea,ecb5cd6f,-1,32c7478e,6dbd889f,ea9a246c,33ced911,0.4166666666666667,0.001271294177472667,0.0050839441948451174,0.375,2.7580337583332016e-05,0.007329165768484586,0.024110910186859555,0.04562043795620438,0.0058531394111387015,0.4,0.05263157894736842,0.0,0.042801556420233464,0,12,28,38,8,33,35,24,27,5,4
05db9164,287130e0,287f8cdf,8e068c13,30903e74,fe6b92e5,fed3cb1d,0b153874,a73ee510,1cf80d48,b7094596,dd28c867,1f9d2c38,b28479f6,9efd8b77,f8584e89,e5ba7672,891589e7,a35e3db3,b1252a9d,204382b1,-1,32c7478e,3fdb382b,9721386e,49d68486,0.0,0.009788965166539536,0.0,0.03409090909090909,0.007348189941844888,0.0036645828842422935,0.0036166365280289334,0.03102189781021898,0.008158921603405462,0.0,0.07894736842105263,0.0,0.0038910505836575876,1,23,16,7,11,28,18,19,16,11,14
05db9164,1cfdf714,0b0877c9,44937789,25c83c98,7e0ccccf,7195046d,f504a6f4,a73ee510,3d12126c,4d8549da,2d1d3a00,51b97b8f,1adce6ef,f3002fbd,ca101104,e5ba7672,e88ffc9d,5b885066,a458ea53,df0fc029,-1,bcdee96c,d1736fdc,e8b83407,8b3aeb32,0.17708333333333331,0.0005085176709890668,0.0004729250413809411,0.03409090909090909,1.970024113095144e-06,0.0004311273981461522,0.14647377938517178,0.04744525547445255,0.20007094714437743,0.8,0.6578947368421052,0.0,0.0025940337224383916,1,20,8,7,3,9,9,5,11,38,12
ae82ea21,c5c1d6ae,ae9684f6,f9a7e394,25c83c98,fbad5c96,df196ec8,0b153874,a73ee510,3b08e48b,d34b988b,6937c791,722a41c8,1adce6ef,151f2153,9243b160,e5ba7672,836a67dd,21ddcdc9,5840adea,c94c0fdb,-1,be7c41b4,7e60320b,7a402766,6527ade9,0.041666666666666664,0.0002542588354945334,0.16233152045400803,0.07954545454545454,1.5760192904761153e-05,0.0010778184953653804,0.0024110910186859553,0.021897810218978103,0.0015963107484923732,0.2,0.05263157894736842,0.0,0.006485084306095979,1,1,1,1,21,1,1,1,27,22,1
05db9164,08d6d899,333440d5,fc86bde0,25c83c98,7e0ccccf,7f9907fe,0b153874,a73ee510,35acd07e,a7b606c4,1b0c8aa3,eae197fd,b28479f6,bffbd637,4a838997,8efede7f,bbf70d82,-1,-1,16e2e3b3,-1,3a171ecb,d859b4dd,-1,-1,0.05208333333333333,0.25972540045766584,0.00035469378103570584,0.045454545454545456,4.629556665773589e-05,0.0008622547962923044,0.006630500301386378,0.01094890510948905,0.009223128769067045,0.4,0.13157894736842105,0.0,0.005188067444876783,1,15,7,3,28,8,8,35,10,4,5
05db9164,38a947a1,145f2f75,82a61820,4cf72387,7e0ccccf,9d99aaa3,5b392875,7cc72ec2,2ce2764d,d93e6010,7161e106,4e8bba73,1adce6ef,402ce7c7,bb6d240e,07c540c4,e96a7df2,-1,-1,5fe17899,-1,423fab69,cafb4e4d,-1,-1,0.0,0.013602847698957537,0.00023646252069047056,0.022727272727272728,0.16894926793903958,0.0,0.0006027727546714888,0.0036496350364963502,0.0024831500532103584,0.0,0.02631578947368421,0.0,0.0025940337224383916,0,42,33,26,43,5,17,42,32,42,23
05db9164,4e8d18ed,ced08c74,34257348,25c83c98,-1,4ac9db9e,0b153874,a73ee510,3b08e48b,bc346946,e9e122ae,bcc725fc,07d13a8f,8d016df5,67c46897,e5ba7672,47e4d79e,f1ed3100,b1252a9d,74f661fa,-1,32c7478e,3fdb382b,c9f3bea7,d37be573,0.06249999999999999,0.0002542588354945334,0.0017734689051785292,0.06818181818181819,0.001284455721738034,0.0015089458935115326,0.019288728149487643,0.029197080291970802,0.00532103582830791,0.2,0.15789473684210525,0.0,0.007782101167315174,1,1,7,7,21,8,8,23,10,22,15
68fd1e64,403ea497,2cbec47f,3e2bfbda,25c83c98,fe6b92e5,2903ead3,062b5529,a73ee510,baa1d4df,a0a5e9d7,21a23bfe,ee79db7b,07d13a8f,e3209fc2,587267a3,27c07bd6,a78bd508,21ddcdc9,5840adea,c2a93b37,-1,423fab69,1793a828,e8b83407,2fede552,0.020833333333333332,0.010678871090770403,0.00035469378103570584,0.045454545454545456,0.00043439031693747924,0.005389092476826902,0.12176009644364075,0.058394160583941604,0.06580347641007449,0.4,0.3157894736842105,0.010101010101010102,0.005188067444876783,0,2,2,7,3,2,2,2,2,11,33
05db9164,3f0d3f28,-1,-1,25c83c98,7e0ccccf,1c86e0eb,c8ddd494,a73ee510,73af8251,755e4a50,-1,5978055e,1adce6ef,14108df6,-1,e5ba7672,88416823,-1,-1,-1,-1,423fab69,-1,-1,-1,0.21874999999999997,0.3267226036104754,0.0,0.022727272727272728,7.880096452380577e-06,0.003017891787023065,0.019288728149487643,0.056569343065693424,0.006385242993969493,0.6000000000000001,0.15789473684210525,0.0,0.0012970168612191958,0,12,8,16,8,9,9,24,11,18,13
05db9164,68b3edbf,ad4b77ff,d16679b9,4cf72387,fbad5c96,e05853b8,5b392875,a73ee510,739ff196,7373475d,a2f4e8b5,cfbfce5c,b28479f6,f511c49f,89052618,e5ba7672,752d8b8a,-1,-1,d4703ebd,-1,bcdee96c,aee52b6f,-1,-1,0.0,0.0005085176709890668,0.0,0.011363636363636364,0.039961939134135,0.0,0.0006027727546714888,0.01094890510948905,0.009045760908123448,0.0,0.02631578947368421,0.0,0.0038910505836575876,1,25,37,36,19,4,40,16,21,20,24
05db9164,38a947a1,b393a4cf,3b5f7b7a,25c83c98,13718bbd,c23eb1cf,5b392875,a73ee510,2124a520,319687c9,8357ebe5,62036f49,b28479f6,fcd7af58,9206a7fc,e5ba7672,2f261d78,-1,-1,fcdaece0,-1,32c7478e,610dfe86,-1,-1,0.010416666666666666,0.0006356470887363335,0.0010640813431071175,0.09090909090909091,0.004946730547981907,0.06553136451821513,0.018685955394816156,0.06021897810218978,0.014189428875487761,0.2,0.07894736842105263,0.010101010101010102,0.019455252918287935,0,41,41,19,18,45,33,11,36,29,42
87552397,40ed0c67,f23acd76,85dd697c,43b19349,-1,860f347d,5b392875,a73ee510,4b8a7639,9f0003f4,37e800b6,5afd9e51,b28479f6,c5d3e789,da441c7e,e5ba7672,2585827d,21ddcdc9,5840adea,2fd40314,-1,32c7478e,1793a828,e8b83407,655ff9ca,0.0,0.0003813882532418001,0.0018917001655237645,0.20454545454545453,0.006274526800208034,0.05561543436085364,0.0030138637733574444,0.06021897810218978,0.012415750266051791,0.0,0.07894736842105263,0.0,0.042801556420233464,0,41,11,38,18,45,33,3,43,29,44
b455c6d7,38a947a1,db8c26e3,e5e93890,384874ce,fbad5c96,0c41b6a1,0b153874,a73ee510,122c7980,4ba74619,d285ef9c,879fa878,64c94865,25475cb3,825e99d1,e5ba7672,db2a6191,-1,-1,404e8b8d,-1,423fab69,0c130f98,-1,-1,0.020833333333333332,0.0002542588354945334,0.0022463939465594703,0.022727272727272728,0.00038316968999700554,0.022203061004526837,0.0024110910186859553,0.08029197080291971,0.024654132671159984,0.4,0.07894736842105263,0.0,0.04928664072632944,1,11,22,18,18,19,41,12,24,8,9
05db9164,e77e5e6e,9c48e8ce,1fc0062e,25c83c98,7e0ccccf,9fc5abd8,0b153874,a73ee510,a5f22153,8b92652b,f5a663b4,c5bc951e,07d13a8f,2eb18840,619526be,e5ba7672,449d6705,7d7d0ad4,b1252a9d,1f9e1e30,-1,c7dc6720,f1dd75f2,001f3601,f2e315d1,0.10416666666666667,0.0003813882532418001,0.00035469378103570584,0.0,0.0009919071409434052,0.01099374865272688,0.01567209162145871,0.0018248175182481751,0.029975168499467894,0.4,0.18421052631578946,0.0,0.0,1,13,8,2,6,9,9,25,11,5,4
05db9164,848d7b04,da2aaf8a,56e826a2,25c83c98,7e0ccccf,d9af66f6,0b153874,a73ee510,d37a911d,d5a66f22,130cc5ab,7f3c5570,b28479f6,0225b44f,8a464d08,3486227d,b567f2ed,-1,-1,a5c7e5b8,-1,32c7478e,33b7b07b,-1,-1,0.020833333333333332,0.01589117721840834,0.0007093875620714117,0.125,0.00017533214606546785,0.0032334554860961413,0.0030138637733574444,0.014598540145985401,0.07059240865555161,0.4,0.13157894736842105,0.010101010101010102,0.01815823605706874,0,30,30,8,22,32,24,34,20,18,17
287e684f,287130e0,773b04e0,f6a70488,25c83c98,13718bbd,e814f1fc,0b153874,a73ee510,79556672,7e2c5c15,2246a949,91a1b611,b28479f6,9efd8b77,8e6e8d75,3486227d,891589e7,7734aa05,a458ea53,08fc5eaf,-1,32c7478e,9e1d7cb4,ea9a246c,ba003504,0.020833333333333332,0.0015255530129672005,0.0004729250413809411,0.03409090909090909,0.0002442829900237979,0.0008622547962923044,0.0012055455093429777,0.0072992700729927005,0.000532103582830791,0.4,0.05263157894736842,0.020202020202020204,0.0038910505836575876,1,6,9,13,27,6,12,15,7,6,41
5a9ed9b0,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,9b98e9fc,0b153874,a73ee510,4ce8f99f,7f8ffe57,9f32b866,46f42a63,07d13a8f,2e7bc615,31ca40b6,e5ba7672,7b49e3d2,-1,-1,dfcfc3fa,ad3062eb,32c7478e,aee52b6f,-1,-1,0.010416666666666666,0.01233155352148487,0.0004729250413809411,0.03409090909090909,0.013196206521567822,0.2263418840267299,0.0024110910186859553,0.005474452554744526,0.06739978715856686,0.2,0.07894736842105263,0.0,0.0038910505836575876,0,9,14,22,16,11,27,13,15,28,20
5a9ed9b0,4f25e98b,606b404a,ecb0d7f8,4cf72387,7e0ccccf,72c0043a,5b392875,a73ee510,b5a4a1b8,84eb4210,4c24ccb6,5fffcbe5,07d13a8f,dfab705f,808c0b0d,e5ba7672,7ef5affa,abfaf938,b1252a9d,153b1e66,-1,3a171ecb,fb38505f,001f3601,24d28202,0.010416666666666666,0.0022883295194508005,0.005320406715535587,0.25,0.0018173472443302704,0.016813968527699934,0.0036166365280289334,0.040145985401459854,0.012593118126995389,0.2,0.05263157894736842,0.0,0.028534370946822308,0,23,26,38,41,13,32,16,25,7,10
9a89b36c,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,ade953a9,51d76abe,a73ee510,0eca1729,29e4ad33,9f32b866,80467802,07d13a8f,2e7bc615,31ca40b6,e5ba7672,7b49e3d2,-1,-1,dfcfc3fa,-1,32c7478e,aee52b6f,-1,-1,0.0,0.0006356470887363335,0.00035469378103570584,0.3068181818181818,0.0118457549920411,0.0,0.0006027727546714888,0.08211678832116788,0.00478893224547712,0.0,0.02631578947368421,0.0,0.03501945525291829,0,25,12,23,34,13,0,16,21,21,21
68fd1e64,4f25e98b,b393df87,c3fecae9,43b19349,fe6b92e5,36d2d945,5b392875,7cc72ec2,3b08e48b,8dd0a090,8d33fe00,2f8b3560,8ceecbc8,5525889d,0fd4fbad,07c540c4,9e4517be,3014a4b1,5840adea,572bdde8,-1,3a171ecb,9fa3e01a,001f3601,d9bcfc08,0.0,0.007882023900330536,0.0004729250413809411,0.0,0.11940611653086633,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0,33,33,26,48,46,39,31,37,42,23
05db9164,4f25e98b,1c1ad2b2,be1e3ec7,25c83c98,7e0ccccf,9b98e9fc,0b153874,a73ee510,c9556546,7f8ffe57,fff0b2c4,46f42a63,b28479f6,8ab5b746,d539df75,e5ba7672,7ef5affa,21ddcdc9,a458ea53,3bcaa285,8ec974f4,32c7478e,f2d15c63,001f3601,b0ff9e84,0.05208333333333333,0.0001271294177472667,0.0,0.0,7.584592835416305e-05,0.0002155636990730761,0.0030138637733574444,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0,1,1,1,10,28,15,10,1,1,1,1
05db9164,80e26c9b,ce37c349,02195b1d,25c83c98,fe6b92e5,1f2924d9,0b153874,7cc72ec2,3b08e48b,3ec9c616,1f571c8c,b55434a9,07d13a8f,f3635baf,04f57862,2005abd1,f54016b9,21ddcdc9,b1252a9d,0890df1d,-1,be7c41b4,910fbaa8,e8b83407,849a1ff5,0.0,0.0002542588354945334,0.002128162686214235,0.03409090909090909,0.0,0.0,0.0006027727546714888,0.005474452554744526,0.000532103582830791,0.0,0.02631578947368421,0.0,0.0038910505836575876,0,43,42,0,9,43,37,37,0,15,6
05db9164,c44e8a72,733936d2,ea8d7525,43b19349,7e0ccccf,de25e5cf,0b153874,a73ee510,700e5b5d,d74f7351,092fc7e8,ea474a6b,1adce6ef,d6c04afa,df0c2e90,e5ba7672,456d734d,9437f62f,b1252a9d,02d8e23d,-1,bcdee96c,3fdb382b,724b04da,0fd820a6,0.010416666666666666,0.14314772438342233,0.0004729250413809411,0.045454545454545456,0.009190162487588846,0.08277646044406121,0.0036166365280289334,0.012773722627737226,0.13267115998581058,0.2,0.07894736842105263,0.0,0.005188067444876783,0,46,11,22,16,39,29,46,30,27,26
05db9164,fe5f56f0,d032c263,c18be181,30903e74,13718bbd,962ea28e,0b153874,a73ee510,e949720a,f03a9de3,dfbb09fb,4e73e6f9,f862f261,c9349f4b,84898b2a,1e88c74f,020c927a,-1,-1,0014c32a,-1,55dd3565,3b183c5c,-1,-1,0.0,0.011695906432748537,0.0,0.06818181818181819,2.46253014136893e-05,0.0,0.0006027727546714888,0.01094890510948905,0.001064207165661582,0.0,0.02631578947368421,0.0,0.007782101167315174,0,31,20,14,25,26,0,42,37,25,29
87552397,09e68b86,d3b321f6,0327824a,4cf72387,7e0ccccf,197b4575,51d76abe,a73ee510,6c47047a,24f22538,6f697ab7,e40e52ae,07d13a8f,36721ddc,e7287ff1,8efede7f,5aed7436,21ddcdc9,a458ea53,86dec00a,-1,3a171ecb,c62cc6c2,e8b83407,33358f02,0.010416666666666666,0.0003813882532418001,0.0061480255379522345,0.13636363636363635,0.02038285448613891,0.35481784867428323,0.0024110910186859553,0.040145985401459854,0.28041858815182685,0.2,0.05263157894736842,0.0,0.01556420233463035,0,5,45,32,15,42,48,30,34,26,20
8cf07265,9e5ce894,50b68526,13508380,25c83c98,fbad5c96,b226f465,6c41e35e,a73ee510,3cba23a4,c6c91669,6f14d03c,b8a76289,07d13a8f,8cf98699,7c1d453d,e5ba7672,a5bb7b8a,1d1eb838,a458ea53,39c6c2a8,-1,423fab69,45ab94c8,ea9a246c,c84c4aec,0.11458333333333333,0.06102212051868802,0.000827618822416647,0.11363636363636365,7.880096452380577e-06,0.0002155636990730761,0.03435804701627486,0.012773722627737226,0.019687832564739268,0.4,0.15789473684210525,0.0,0.0012970168612191958,1,15,8,9,29,9,9,26,11,11,14
241546e0,93c5dc56,8600db4d,49e4bf07,384874ce,fe6b92e5,9fc5abd8,0b153874,a73ee510,887d9642,8b92652b,6ce7ccc0,c5bc951e,b28479f6,d1e0c736,c39ee367,e5ba7672,ce1aaf99,-1,-1,c6a34426,-1,c7dc6720,fb6b5384,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.009332004223731698,0.011856003449019185,0.006630500301386378,0.016423357664233577,0.01543100390209294,0.0,0.13157894736842105,0.010101010101010102,0.0,0,23,16,5,11,16,26,11,22,9,16
05db9164,09e68b86,2df83398,c2fcecf6,25c83c98,-1,f14f1abf,0b153874,a73ee510,3b08e48b,7b5deffb,a018bf23,269889be,b28479f6,52baadf5,edf1f5cc,776ce399,5aed7436,3a1e0f5a,b1252a9d,360169cb,-1,32c7478e,38be899f,e8b83407,9bef54fd,0.0,0.0003813882532418001,0.0009458500827618822,0.07954545454545454,0.0001694220737261824,0.0,0.0006027727546714888,0.016423357664233577,0.0015963107484923732,0.0,0.02631578947368421,0.0,0.009079118028534372,1,31,25,20,26,26,22,27,18,25,37
05db9164,8cc9c66e,c856aba3,783deeae,25c83c98,7e0ccccf,08c4540f,985e3fcb,a73ee510,3b08e48b,a4609aab,2bf34a5b,772a00d7,07d13a8f,2b8f96c1,a060d389,e5ba7672,a6f5dd38,21ddcdc9,b1252a9d,3735a94f,-1,93bad2c0,e2fa205c,2bf691b1,737f0259,0.010416666666666666,0.0003813882532418001,0.00023646252069047056,0.0,0.0031195331830861607,0.02759215348135374,0.007233273056057866,0.016423357664233577,0.008513657325292657,0.2,0.07894736842105263,0.0,0.0,0,41,41,5,24,39,41,17,30,30,19
05db9164,c66fca21,a16e9f3b,c28c9951,65be028e,7e0ccccf,a13be9ad,0b153874,a73ee510,4e56c58e,c9aa6173,8023751e,e65a5fc3,07d13a8f,e25cc91e,39b2dd98,07c540c4,1304f63b,21ddcdc9,b1252a9d,78e4019f,-1,3a171ecb,4cd51db1,010f6491,41f92979,0.010416666666666666,0.005339435545385201,0.00023646252069047056,0.011363636363636364,0.01440974137523443,0.07393834878206511,0.0018083182640144665,0.016423357664233577,0.0649166371053565,0.2,0.07894736842105263,0.0,0.010376134889753566,0,42,34,23,45,42,27,30,40,41,21
be589b51,2c16a946,83d8004d,64712dc5,4cf72387,7e0ccccf,c8cfd10e,0b153874,a73ee510,3b08e48b,75d349ab,a5571b9f,2985dfa2,b28479f6,3628a186,384d2714,07c540c4,e4ca448c,-1,-1,e3d9a25c,-1,32c7478e,9117a34a,-1,-1,0.010416666666666666,0.0034324942791762007,0.0007093875620714117,0.03409090909090909,0.00988656601156798,0.0,0.0,0.040145985401459854,0.0,0.2,0.0,0.0,0.0038910505836575876,0,33,32,39,36,35,49,0,37,37,28
68fd1e64,016cbb4f,615e3e4e,2788fed8,25c83c98,7e0ccccf,ce4181d1,062b5529,a73ee510,000e2f4b,024eda9a,f5d19c1c,7928af93,1adce6ef,111bd613,1034ac0d,e5ba7672,9a89698e,-1,-1,63580fba,-1,423fab69,2a90c749,-1,-1,0.010416666666666666,0.0031782354436816675,0.0,0.022727272727272728,0.0014775180848213582,0.006682474671265358,0.007836045810729355,0.02372262773722628,0.07768712309329548,0.2,0.15789473684210525,0.010101010101010102,0.0025940337224383916,0,10,26,40,14,18,6,14,25,7,26
05db9164,2c8c5f5d,d7bd8733,9ce24ab2,25c83c98,fe6b92e5,646b4bca,0b153874,a73ee510,3b08e48b,c9c964c1,9712b4e7,df941d33,07d13a8f,4962a9e7,7e348ca8,07c540c4,f5f4ae5b,-1,-1,a7a755dc,-1,3a171ecb,89856b53,-1,-1,0.041666666666666664,0.0001271294177472667,0.0,0.0,0.0006993585601487762,0.0015089458935115326,0.0024110910186859553,0.0072992700729927005,0.001241575026605179,0.4,0.05263157894736842,0.0,0.0,1,1,1,8,1,15,10,1,28,12,13
68fd1e64,08d6d899,9143c832,f56b7dd5,25c83c98,7e0ccccf,841f6a9d,1f89b562,a73ee510,de668ebd,d66168dc,ae1bb660,54c30969,b28479f6,bfef54b3,bad5ee18,d4bb7bd8,87c6f83c,-1,-1,0429f84b,-1,32c7478e,c0d61a5c,-1,-1,0.0,0.0006356470887363335,0.00035469378103570584,0.07954545454545454,0.02314088824447211,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.014267185473411154,0,39,35,23,44,37,0,49,37,46,21
05db9164,38a947a1,223b0e16,ca55061c,25c83c98,7e0ccccf,e7698644,5b392875,7cc72ec2,3b08e48b,f9d0f35e,156f99ef,b55434a9,b28479f6,42e41d92,5fbf4a84,2005abd1,1999bae9,-1,-1,deb9605d,-1,be7c41b4,e448275f,-1,-1,0.0,0.0003813882532418001,0.00023646252069047056,0.0,0.0,0.0,0.0006027727546714888,0.0036496350364963502,0.010996807378503014,0.0,0.02631578947368421,0.0,0.0,0,16,17,0,9,43,34,40,17,15,6
05db9164,c5c1d6ae,b2de8002,f9a7e394,25c83c98,7e0ccccf,0d00feb3,5b392875,a73ee510,ff4776d6,640d8b63,76517c94,18041128,b28479f6,29a18ba0,afc96aa6,e5ba7672,836a67dd,21ddcdc9,5840adea,c0cd6339,78e2e389,32c7478e,7e60320b,7a402766,ba14bbcb,0.375,0.00813628273582507,0.3316386852683849,0.0,1.8715229074403868e-05,0.0008622547962923044,0.01506931886678722,0.08394160583941605,0.012770485987938986,0.2,0.05263157894736842,0.0,0.0,1,15,28,7,21,15,35,24,27,11,14
05db9164,e112a9de,0849ed82,adef24d7,25c83c98,fbad5c96,b5f54d53,5b392875,a73ee510,1131d3d8,f117ca64,965d78b2,32720067,b28479f6,912970ed,226ab290,07c540c4,f190d96a,-1,-1,fa616d46,-1,3a171ecb,8ca3a6b7,-1,-1,0.03125,0.002415458937198067,0.0,0.011363636363636364,2.46253014136893e-05,0.0002155636990730761,0.0018083182640144665,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.010101010101010102,0.0012970168612191958,1,28,20,0,27,26,4,6,29,6,31
05db9164,6887a43c,6d0ceb43,8d164e53,25c83c98,7e0ccccf,2856ce8c,0b153874,a73ee510,a1ee64a6,703dfdea,9fa694f3,b6eb5d96,b28479f6,72fdc13c,a54711b4,e5ba7672,570391ac,21ddcdc9,b1252a9d,78766d37,ad3062eb,32c7478e,9e0bee34,445bbe3b,819ceb20,0.6770833333333333,0.006992117976099669,0.00023646252069047056,0.03409090909090909,7.880096452380577e-06,0.0006466910972192282,0.03918022905364677,0.005474452554744526,0.000532103582830791,0.4,0.05263157894736842,0.010101010101010102,0.0038910505836575876,0,35,21,9,28,15,10,25,1,13,1
05db9164,2c16a946,059ce8ea,ec142e08,4cf72387,fe6b92e5,6edd3a80,5b392875,a73ee510,ab9456b4,bfd9d6e5,01d6f8c4,e1b62f8f,b28479f6,3628a186,410c14ba,d4bb7bd8,e4ca448c,-1,-1,e549cd9c,ad3062eb,be7c41b4,9117a34a,-1,-1,0.020833333333333332,0.0001271294177472667,0.0,0.0,0.0007426990906368694,0.0002155636990730761,0.0012055455093429777,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0,0,16,17,0,9,43,4,6,19,15,6
05db9164,09e68b86,9c9a7e00,0238f4cd,4cf72387,7e0ccccf,a01a8ffd,0b153874,a73ee510,2124a520,319687c9,2038e685,62036f49,b28479f6,52baadf5,9b02ea07,07c540c4,5aed7436,083e89d9,a458ea53,2e8eaee1,-1,3a171ecb,34e282c8,3a6f6b59,3607dab8,0.03125,0.0002542588354945334,0.0036651690707022937,0.06818181818181819,1.4775180848213581e-05,0.0008622547962923044,0.0018083182640144665,0.01094890510948905,0.001064207165661582,0.4,0.05263157894736842,0.0,0.005188067444876783,0,19,24,14,17,26,13,15,29,25,7
